celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_judge_count,week1_percent_score,week1_judge_rank,week2_total_score,week2_judge_count,week2_percent_score,week2_judge_rank,week3_total_score,week3_judge_count,week3_percent_score,week3_judge_rank,week4_total_score,week4_judge_count,week4_percent_score,week4_judge_rank,week5_total_score,week5_judge_count,week5_percent_score,week5_judge_rank,week6_total_score,week6_judge_count,week6_percent_score,week6_judge_rank,week7_total_score,week7_judge_count,week7_percent_score,week7_judge_rank,week8_total_score,week8_judge_count,week8_percent_score,week8_judge_rank,week9_total_score,week9_judge_count,week9_percent_score,week9_judge_rank,week10_total_score,week10_judge_count,week10_percent_score,week10_judge_rank,week11_total_score,week11_judge_count,week11_percent_score,week11_judge_rank,score_std_dev,avg_judge_rank,partner_avg_placement,industry_prevalence,total_fan_saves_bottom1,total_fan_saves_bottom2,total_fan_saves_bottom3,avg_judge_score
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,3,0.4,11.0,16.0,3,0.5333333333333333,9.0,15.0,3,0.5,9.0,21.0,4,0.525,9.0,19.0,3,0.6333333333333333,9.0,21.0,3,0.7,9.0,21.0,3,0.7,8.0,20.0,3,0.6666666666666666,7.0,25.0,4,0.625,6.0,0.0,3,0.0,,0.0,3,0.0,,3.9193253387682825,8.555555555555555,0.4343589743589743,3,4,7,7,5.862068965517241
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,3,0.5666666666666667,5.0,15.0,3,0.5,10.0,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,1.4142135623730951,7.5,0.6572172619047619,61,0,0,0,5.333333333333333
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,19.0,3,0.6333333333333333,3.0,19.0,3,0.6333333333333333,6.0,20.0,3,0.6666666666666666,6.0,32.0,4,0.8,1.0,23.0,3,0.7666666666666667,7.0,26.0,3,0.8666666666666667,4.0,27.0,3,0.9,1.0,24.0,3,0.8,6.0,35.0,4,0.875,5.0,27.0,3,0.9,3.0,28.5,3,0.95,4.0,5.191338940966964,4.181818181818182,0.6463510848126233,61,0,2,4,8.014285714285714
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,16.0,3,0.5333333333333333,7.0,20.0,3,0.6666666666666666,3.0,24.0,3,0.8,1.0,32.0,4,0.8,1.0,27.0,3,0.9,1.0,25.0,3,0.8333333333333334,6.0,27.0,3,0.9,1.0,30.0,3,1.0,3.0,40.0,4,1.0,1.0,29.5,3,0.9833333333333332,1.0,30.0,3,1.0,1.0,6.3256332776755535,2.363636363636364,0.46159951159951157,61,0,0,0,8.585714285714285
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,3,0.5666666666666667,5.0,19.0,3,0.6333333333333333,6.0,16.0,3,0.5333333333333333,8.0,28.0,4,0.7,6.0,21.0,3,0.7,8.0,25.0,3,0.8333333333333334,6.0,24.5,3,0.8166666666666667,6.0,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,4.481443219916251,6.428571428571429,0.48416768416768413,67,0,1,2,6.840909090909091
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,20.0,3,0.6666666666666666,2.0,24.0,3,0.8,1.0,21.0,3,0.7,5.0,32.0,4,0.8,1.0,25.0,3,0.8333333333333334,4.0,24.0,3,0.8,8.0,26.0,3,0.8666666666666667,4.0,30.9998,3,1.0333266666666667,2.0,35.5,4,0.8875,4.0,27.0,3,0.9,3.0,29.0,3,0.9666666666666668,3.0,4.740043536815784,3.363636363636364,0.4468355718355719,67,0,1,3,8.41428
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,3,0.6,6.0,18.0,3,0.6,6.0,15.0,3,0.5,13.0,21.0,3,0.7,10.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,2.449489742783178,8.75,0.7811965811965812,128,0,1,1,6.0
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,3,0.6,6.0,20.0,3,0.6666666666666666,4.0,20.0,3,0.6666666666666666,9.0,21.0,3,0.7,10.0,19.0,3,0.6333333333333333,11.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,1.140175425099138,8.0,0.5074175824175825,128,1,1,1,6.533333333333333
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,3,0.4333333333333333,13.0,18.0,3,0.6,6.0,22.0,3,0.7333333333333333,4.0,22.0,3,0.7333333333333333,8.0,19.0,3,0.6333333333333333,11.0,24.0,3,0.8,7.0,26.0,3,0.8666666666666667,5.0,27.0,3,0.9,5.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,4.596194077712559,7.375,0.6463510848126233,128,1,1,3,7.125
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,21.0,3,0.7,1.0,15.0,3,0.5,14.0,18.0,3,0.6,11.0,28.0,3,0.9333333333333332,1.0,24.0,3,0.8,5.0,18.0,3,0.6,11.0,27.0,3,0.9,2.0,26.9998,3,0.8999933333333333,7.0,28.9998,3,0.96666,3.0,28.5,3,0.95,4.0,0.0,3,0.0,,5.155595019695701,5.9,0.4468355718355719,128,2,3,3,7.849986666666666
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,21.0,3,0.7,1.0,21.0,3,0.7,2.0,19.0,3,0.6333333333333333,10.0,24.0,3,0.8,3.0,24.0,3,0.8,5.0,27.0,3,0.9,1.0,26.0,3,0.8666666666666667,5.0,28.9998,3,0.96666,3.0,25.9998,3,0.86666,5.0,29.0,3,0.9666666666666668,3.0,30.0,3,1.0,1.0,3.6456434782054346,3.5454545454545454,0.46159951159951157,128,0,0,1,8.363624242424242
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,3,0.4,14.0,15.0,3,0.5,14.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,2.1213203435596424,14.0,0.6137763278388279,95,0,1,1,4.5
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,3,0.5666666666666667,11.0,18.0,3,0.6,6.0,22.0,3,0.7333333333333333,4.0,22.0,3,0.7333333333333333,8.0,21.0,3,0.7,10.0,21.0,3,0.7,10.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,2.136976056643281,8.166666666666666,0.568119658119658,95,0,1,2,6.722222222222222
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,18.0,3,0.6,6.0,18.0,3,0.6,6.0,24.0,3,0.8,1.0,24.0,3,0.8,3.0,29.0,3,0.9666666666666668,1.0,22.0,3,0.7333333333333333,9.0,27.0,3,0.9,2.0,30.0,3,1.0,1.0,30.0,3,1.0,1.0,28.5,3,0.95,4.0,0.0,3,0.0,,4.609470926497121,3.4,0.6993360805860807,95,0,0,1,8.35
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,20.0,3,0.6666666666666666,3.0,21.0,3,0.7,2.0,24.0,3,0.8,1.0,24.0,3,0.8,3.0,26.0,3,0.8666666666666667,3.0,26.0,3,0.8666666666666667,5.0,30.0,3,1.0,1.0,30.0,3,1.0,1.0,28.9998,3,0.96666,3.0,30.0,3,1.0,1.0,30.0,3,1.0,1.0,3.748925179786383,2.1818181818181817,0.48416768416768413,1,0,0,0,8.787872727272728
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,3,0.6,6.0,19.0,3,0.6333333333333333,5.0,21.0,3,0.7,7.0,24.0,3,0.8,3.0,24.0,3,0.8,5.0,27.0,3,0.9,1.0,26.0,3,0.8666666666666667,5.0,27.0,3,0.9,5.0,24.9998,3,0.8333266666666667,6.0,0.0,3,0.0,,0.0,3,0.0,,3.3582287004378437,4.777777777777778,0.45102797202797207,61,0,0,0,7.814807407407407
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,16.0,3,0.5333333333333333,12.0,18.0,3,0.6,6.0,18.0,3,0.6,11.0,21.0,3,0.7,10.0,24.0,3,0.8,5.0,24.0,3,0.8,7.0,27.0,3,0.9,2.0,24.0,3,0.8,8.0,24.0,3,0.8,7.0,28.0,3,0.9333333333333332,6.0,28.5,3,0.95,4.0,4.221697202870816,7.090909090909091,0.3117124542124542,61,4,4,4,7.651515151515151
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,20.0,3,0.6666666666666666,3.0,22.0,3,0.7333333333333333,1.0,23.0,3,0.7666666666666667,3.0,25.0,3,0.8333333333333334,2.0,27.0,3,0.9,2.0,27.0,3,0.9,1.0,24.0,3,0.8,9.0,28.0,3,0.9333333333333332,4.0,30.0,3,1.0,1.0,30.0,3,1.0,1.0,30.0,3,1.0,1.0,3.4641016151377544,2.5454545454545454,0.5862026862026862,67,0,1,1,8.666666666666666
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,3,0.3666666666666666,15.0,16.0,3,0.5333333333333333,12.0,12.0,3,0.4,14.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,2.6457513110645907,13.666666666666666,0.728041601255887,67,1,1,2,4.333333333333333
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,19.0,3,0.6333333333333333,5.0,16.0,3,0.5333333333333333,12.0,21.0,3,0.7,7.0,24.0,3,0.8,3.0,26.0,3,0.8666666666666667,3.0,27.0,3,0.9,1.0,22.0,3,0.7333333333333333,10.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,3.8913824205360674,5.857142857142857,0.41054077501445924,67,0,0,1,7.380952380952381
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,3,0.6,6.0,18.0,3,0.6,6.0,22.0,3,0.7333333333333333,4.0,21.0,3,0.7,10.0,24.0,3,0.8,5.0,25.0,3,0.8333333333333334,6.0,25.0,3,0.8333333333333334,8.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,3.023715784073818,6.428571428571429,0.6572172619047619,67,1,1,1,7.285714285714286
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.0,4,0.325,15.0,15.0,4,0.375,15.0,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,1.4142135623730951,15.0,0.6993360805860807,128,1,1,1,3.5
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,4,0.6,9.0,23.0,4,0.575,13.0,19.0,3,0.6333333333333333,12.0,26.0,4,0.65,13.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,2.943920288775949,11.75,0.5074175824175825,128,0,0,2,6.133333333333334
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,26.0,4,0.65,5.0,27.0,4,0.675,5.0,23.0,3,0.7666666666666667,4.0,36.5,4,0.9125,1.0,36.0,4,0.9,3.0,34.0,4,0.85,8.0,38.0,4,0.95,3.0,42.0,4,1.05,1.0,36.0,4,0.9,5.0,0.0,4,0.0,,,0,,,6.34428877022476,3.888888888888889,0.5862026862026862,128,0,0,1,8.528571428571428
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,4,0.6,9.0,22.0,4,0.55,14.0,20.0,3,0.6666666666666666,10.0,28.5,4,0.7125,12.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,3.637192140465866,11.25,0.4343589743589743,95,0,1,1,6.3
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,4,0.6,9.0,26.0,4,0.65,8.0,22.0,3,0.7333333333333333,5.0,32.5,4,0.8125,7.0,32.0,4,0.8,9.0,34.0,4,0.85,8.0,32.0,4,0.8,9.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,4.799553550666383,7.857142857142857,0.4376602564102564,95,0,0,2,7.5
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,28.0,4,0.7,2.0,28.0,4,0.7,4.0,21.0,3,0.7,7.0,34.0,4,0.85,4.0,36.0,4,0.9,3.0,36.0,4,0.9,5.0,34.0,4,0.85,6.0,42.0,4,1.05,1.0,37.5,4,0.9375,3.0,0.0,4,0.0,,,0,,,6.2771631950888285,3.888888888888889,0.46159951159951157,95,0,0,0,8.471428571428572
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,21.0,4,0.525,14.0,25.0,4,0.625,9.0,19.0,3,0.6333333333333333,12.0,31.5,4,0.7875,9.0,28.0,4,0.7,11.0,40.0,4,1.0,1.0,34.0,4,0.85,6.0,35.0,4,0.875,7.0,37.5,4,0.9375,3.0,40.0,4,1.0,1.0,,0,,,7.589466384404111,7.3,0.3117124542124542,95,1,3,4,7.9743589743589745
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,24.0,4,0.6,9.0,24.0,4,0.6,10.0,18.0,3,0.6,14.0,29.0,4,0.725,11.0,32.0,4,0.8,9.0,36.0,4,0.9,5.0,36.0,4,0.9,5.0,38.0,4,0.95,5.0,35.5,4,0.8875,6.0,38.0,4,0.95,4.0,,0,,,6.993846501667655,7.8,0.45102797202797207,1,2,2,4,7.961538461538462
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27.0,4,0.675,4.0,30.0,4,0.75,3.0,22.0,3,0.7333333333333333,5.0,33.0,4,0.825,6.0,36.0,4,0.9,3.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,5.412947441089743,4.2,0.6463510848126233,61,0,0,0,7.7894736842105265
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,4,0.55,13.0,27.0,4,0.675,5.0,20.0,3,0.6666666666666666,10.0,32.5,4,0.8125,7.0,34.0,4,0.85,8.0,38.0,4,0.95,3.0,38.0,4,0.95,3.0,32.0,4,0.8,8.0,0.0,4,0.0,,0.0,4,0.0,,,0,,,6.821381824821127,7.125,0.6137763278388279,61,0,0,1,7.854838709677419
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,4,0.625,7.0,27.0,4,0.675,5.0,24.0,3,0.8,1.0,35.0,4,0.875,2.0,36.0,4,0.9,3.0,36.0,4,0.9,5.0,42.0,4,1.05,1.0,36.0,4,0.9,6.0,0.0,4,0.0,,0.0,4,0.0,,,0,,,6.4572771793867245,3.75,0.41054077501445924,8,0,0,0,8.419354838709678
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,29.0,4,0.725,1.0,31.0,4,0.775,2.0,24.0,3,0.8,1.0,35.0,4,0.875,2.0,40.0,4,1.0,1.0,40.0,4,1.0,1.0,39.0,4,0.975,2.0,41.0,4,1.025,4.0,40.0,4,1.0,1.0,40.0,4,1.0,1.0,,0,,,5.933895104491746,1.6,0.48416768416768413,8,0,0,0,9.205128205128204
